file,ID,text
UC2.txt,UC2.txt.quality_requirement,The system requirements will not accept duplicates cultural heritage
UC2.txt,UC2.txt.flow_of_events.0,Activate the feature for the insertion of a new cultural good
UC2.txt,UC2.txt.flow_of_events.1,Displays the corresponding form
UC2.txt,UC2.txt.flow_of_events.2,Fill out the form with the data of the cultural and submit
UC2.txt,UC2.txt.flow_of_events.3,Verify the data entered and asks for confirmation of the transaction
UC2.txt,UC2.txt.flow_of_events.4,Where the data is invalid or insufficient the system activates the use case Errored
UC2.txt,UC2.txt.flow_of_events.5,Confirm the operation
UC2.txt,UC2.txt.flow_of_events.6,Memorize your new cultural good
UC14.txt,UC14.txt.name,Search Tourist
UC14.txt,UC14.txt.description,Returns the list of tourist account in the system according to certain parameters
UC14.txt,UC14.txt.actor,initialization Agency Operator
UC14.txt,UC14.txt.precondition,The agency has logged
UC14.txt,UC14.txt.postcondition,The system returns a list of accounts that meet Tourist your search criteria Interruption of the connection to the server ETOUR
UC14.txt,UC14.txt.flow_of_events.0,Access the search functionality of a tourist
UC14.txt,UC14.txt.flow_of_events.1,Show the form
UC14.txt,UC14.txt.flow_of_events.2,Fill out the form and submit
UC14.txt,UC14.txt.flow_of_events.3,Processing the request
UC8.txt,UC8.txt.name,Modify Data Refreshment Point Agency
UC8.txt,UC8.txt.description,Edit the data pertaining to a designated point of rest
UC8.txt,UC8.txt.actor,initialization Agency Operator
UC8.txt,UC8.txt.precondition,The agency has logged
UC8.txt,UC8.txt.postcondition,The system has been reporting the information required by the point of rest Operator Agency cancels the operation Interruption of the connection to the server ETOUR
UC8.txt,UC8.txt.quality_requirement,The system requirements blocks of input controls in the form once we receive confirmation of the change to avoid multiple submissions before the end of the operation
UC8.txt,UC8.txt.flow_of_events.0,View a list of points of rest as a result of the use case Search Refreshment Point it selects an active and functional data changes
UC8.txt,UC8.txt.flow_of_events.1,Upload data from the point of rest and displays the form of change
UC8.txt,UC8.txt.flow_of_events.2,Change data in the form and submit
UC8.txt,UC8.txt.flow_of_events.3,Verify the data entered in form and asks for confirmation of the transaction
UC8.txt,UC8.txt.flow_of_events.4,Where the data is invalid or insufficient the system activates the use case Errored
UC8.txt,UC8.txt.flow_of_events.5,Confirm the operation
UC8.txt,UC8.txt.flow_of_events.6,Stores the modified data of the point of rest
UC20.txt,UC20.txt.name,Insert Banner
UC20.txt,UC20.txt.description,Inserting a new banner associated with a point of rest
UC20.txt,UC20.txt.actor,initialization Agency Operator
UC20.txt,UC20.txt.precondition,The agency has logged
UC20.txt,UC20.txt.postcondition,The notification about the insertion of new banner to the Refreshments selected The Operator Agency cancels the operation The point of eating has already entered the maximum number of banners allowed Interruption of the connection to the server ETOUR
UC20.txt,UC20.txt.flow_of_events.0,Receives a list of turning points of the rest use case Search Refreshment Point and select one from the list and access to the function of inserting banners
UC20.txt,UC20.txt.flow_of_events.1,Displays a form for the selection of an image
UC20.txt,UC20.txt.flow_of_events.2,Select an image and sends the request for entering the system
UC20.txt,UC20.txt.flow_of_events.3,Check the characteristics of the inserted check that the number of banner did not exceed the maximum point of the restaurant and asks for confirmation of the insertion of the banner
UC20.txt,UC20.txt.flow_of_events.4,In the event that the inserted image is not valid enable the use case Errored
UC20.txt,UC20.txt.flow_of_events.5,Confirm the operation of insertion
UC20.txt,UC20.txt.flow_of_events.6,Remember the banners associated with the selected point of rest
UC35.txt,UC35.txt.name,LOGIN
UC35.txt,UC35.txt.description,Ensures a registered user to access the system with the privileges that fall
UC35.txt,UC35.txt.actor,initialization Registered User
UC35.txt,UC35.txt.precondition,A registered user has access to the system
UC35.txt,UC35.txt.postcondition,The system displays the area of work registered The registered user cancels the operation Interruption of the connection to the server ETOUR
UC35.txt,UC35.txt.flow_of_events.0,Activate the login feature
UC35.txt,UC35.txt.flow_of_events.1,Displays the corresponding form
UC35.txt,UC35.txt.flow_of_events.2,Fill out the form with login information and submit
UC35.txt,UC35.txt.flow_of_events.3,Check the correctness of the data if not corrected on the use case Login Error
UC19.txt,UC19.txt.name,Delete Banner
UC19.txt,UC19.txt.description,Delete a banner ad associated with a refreshment bar on the computer
UC19.txt,UC19.txt.actor,initialization Agency Operator
UC19.txt,UC19.txt.precondition,The agency has logged
UC19.txt,UC19.txt.postcondition,The system shall notify the successful elimination of the selected banner Interruption of the connection to the server ETOUR
UC19.txt,UC19.txt.flow_of_events.0,Receives a list of turning points of the rest use case Search Refreshment Point and select one from accessing the function of removal of the banner
UC19.txt,UC19.txt.flow_of_events.1,View the list of banner associated with the point of rest
UC19.txt,UC19.txt.flow_of_events.2,Select a banner from the list and enter the function of elimination
UC19.txt,UC19.txt.flow_of_events.3,Displays a message confirming the deletion
UC19.txt,UC19.txt.flow_of_events.4,Confirm the operation
UC19.txt,UC19.txt.flow_of_events.5,Removes the banner
UC55.txt,UC55.txt.name,Feedback Already Released
UC55.txt,UC55.txt.actor,initialization
UC55.txt,UC55.txt.precondition,He already been issued with a feedback for the selected site
UC55.txt,UC55.txt.postcondition,The system returns control to the user interaction
UC55.txt,UC55.txt.flow_of_events.0,Notification that the user has already issued a feedback for the site and cancel the operation to insert a new feedback
UC55.txt,UC55.txt.flow_of_events.1,Confirmation of the reading of the notification
UC55.txt,UC55.txt.flow_of_events.2,Recovers the previous state
UC33.txt,UC33.txt.name,Registration
UC33.txt,UC33.txt.description,Requires the creation of a new system
UC33.txt,UC33.txt.actor,initialized by Guest User
UC33.txt,UC33.txt.precondition,Guest User have access to the system
UC33.txt,UC33.txt.postcondition,The system shall notify the successful operation of recording Guest User cancels the operation Interruption of the connection to the server ETOUR
UC33.txt,UC33.txt.flow_of_events.0,Enable the logging feature
UC33.txt,UC33.txt.flow_of_events.1,View the registration form
UC33.txt,UC33.txt.flow_of_events.2,Fill out the form and submit
UC33.txt,UC33.txt.flow_of_events.3,Verify the data entered and asks for confirmation of the transaction
UC33.txt,UC33.txt.flow_of_events.4,Where the data is invalid or insufficient the system activates the use case Errored
UC33.txt,UC33.txt.flow_of_events.5,Confirm the operation
UC33.txt,UC33.txt.flow_of_events.6,Create a new account with the data entered
UC45.txt,UC45.txt.name,View Personal Statistic
UC45.txt,UC45.txt.description,Viewing statistics for Point Of Restaurants
UC45.txt,UC45.txt.actor,initialization Operator Point Of Restaurants
UC45.txt,UC45.txt.precondition,The Point Of Restaurant Operator has successfully authenticated to the system
UC45.txt,UC45.txt.postcondition,The system displays the data on the screen Interruption of the connection to the server
UC45.txt,UC45.txt.flow_of_events.0,Select the feature to display personal statistics
UC45.txt,UC45.txt.flow_of_events.1,Displays a form that shows data for the statistics associated refreshment point
UC26.txt,UC26.txt.name,Modify Comment
UC26.txt,UC26.txt.description,Editing a comment by a feedback selected
UC26.txt,UC26.txt.actor,initialization Agency Operator
UC26.txt,UC26.txt.precondition,The agency has logged
UC26.txt,UC26.txt.postcondition,The notification system has been modified for the comment feedback selected Operator Agency cancels the operation Interruption of the connection to the server
UC26.txt,UC26.txt.flow_of_events.0,View the list of sites as a result of the use case Search Site it selects and activates a function of change in the selected comment
UC26.txt,UC26.txt.flow_of_events.1,Upload feedback issued to that site and displays them in a form
UC26.txt,UC26.txt.flow_of_events.2,Select a feedback from the list and submit the form
UC26.txt,UC26.txt.flow_of_events.3,Displays a form for editing the comment of feedback selected
UC26.txt,UC26.txt.flow_of_events.4,Edit the comment and submit the form
UC26.txt,UC26.txt.flow_of_events.5,Verify the data entered and asks for confirmation of the change
UC26.txt,UC26.txt.flow_of_events.6,Where the data is invalid or insufficient the system activates the use case Errored
UC26.txt,UC26.txt.flow_of_events.7,Confirm the operation
UC26.txt,UC26.txt.flow_of_events.8,Remember the comment changed
UC44.txt,UC44.txt.name,Convention Request
UC44.txt,UC44.txt.description,Require to conclude a Convention between the points of rest and the agency involved
UC44.txt,UC44.txt.actor,initialization Operator Point Of Restaurants
UC44.txt,UC44.txt.precondition,The Point Of Restaurant Operator has successfully authenticated to the system
UC44.txt,UC44.txt.postcondition,The notification about the call for the Convention to the Agency Restaurant Point Of Operator cancels the operation Interruption of the connection to the server ETOUR
UC44.txt,UC44.txt.flow_of_events.0,Enable the functionality to request the Convention to the Agency
UC44.txt,UC44.txt.flow_of_events.1,Displays a form for entering data of the Convention
UC44.txt,UC44.txt.flow_of_events.2,Inserts the data in the form of the agreement and submit
UC44.txt,UC44.txt.flow_of_events.3,Verify the data entered and asks for confirmation of the request
UC44.txt,UC44.txt.flow_of_events.4,Where the data is invalid or insufficient the system activates the use case Errored
UC44.txt,UC44.txt.flow_of_events.5,Confirm the operation
UC44.txt,UC44.txt.flow_of_events.6,Send the request to the Convention
UC42.txt,UC42.txt.name,Delete Menu
UC42.txt,UC42.txt.description,Delete a daily menu of a restaurant
UC42.txt,UC42.txt.actor,initialization Operator Point Of Restaurants
UC42.txt,UC42.txt.precondition,The Point Of Restaurant Operator has successfully authenticated to the system
UC42.txt,UC42.txt.postcondition,The system shall notify the successful elimination of the daily menu selection Restaurant Point Of Operator cancels the operation Interruption of the connection to the server ETOUR
UC42.txt,UC42.txt.flow_of_events.0,Enable the functionality of deleting a menu
UC42.txt,UC42.txt.flow_of_events.1,Displays a form containing the seven days of the week
UC42.txt,UC42.txt.flow_of_events.2,Select a day of the week and submit the form
UC42.txt,UC42.txt.flow_of_events.3,Calls to confirm the deletion
UC42.txt,UC42.txt.flow_of_events.4,Confirm the operation
UC42.txt,UC42.txt.flow_of_events.5,Delete the daily menu selection
UC56.txt,UC56.txt.name,Localization
UC56.txt,UC56.txt.description,Returns the current position of the tourist
UC56.txt,UC56.txt.actor,System initialization
UC56.txt,UC56.txt.precondition,He began a search or an advanced search
UC56.txt,UC56.txt.postcondition,The system receives the position of the tourist The position of the tourist is not detectable by GPS
UC56.txt,UC56.txt.quality_requirement,The GPS requirements into the transaction in more than seconds
UC56.txt,UC56.txt.flow_of_events.0,The system requires the data for the position
UC56.txt,UC56.txt.flow_of_events.1,The GPS calculates the position of the tourist
UC56.txt,UC56.txt.flow_of_events.2,The system is on hold until the data of the position
UC39.txt,UC39.txt.name,Modify Banner
UC39.txt,UC39.txt.description,Changing the image of a banner ad
UC39.txt,UC39.txt.actor,initialization Operator Point Of Restaurants
UC39.txt,UC39.txt.precondition,The Point Of Restaurant Operator has successfully authenticated to the system
UC39.txt,UC39.txt.postcondition,The system shall notify the successful modification of the banner The Point Of Operator Restaurant cancels the operation Interruption of the connection to the server ETOUR
UC39.txt,UC39.txt.flow_of_events.0,Select the editing functionality of the banner
UC39.txt,UC39.txt.flow_of_events.1,View the list of banner associated with the point of rest
UC39.txt,UC39.txt.flow_of_events.2,Select a banner from the list and enter the editing functionality
UC39.txt,UC39.txt.flow_of_events.3,Displays a form for the selection of an image
UC39.txt,UC39.txt.flow_of_events.4,Select a picture and send the request to change the system
UC39.txt,UC39.txt.flow_of_events.5,Check the characteristics of the inserted and asks for confirmation of the change of the banner
UC39.txt,UC39.txt.flow_of_events.6,In the event that the inserted image is not valid enable the use case Errored
UC39.txt,UC39.txt.flow_of_events.7,Confirmation of the transaction change
UC39.txt,UC39.txt.flow_of_events.8,Bookmark this new image for the selected banner
UC17.txt,UC17.txt.name,Modify Banner
UC17.txt,UC17.txt.description,Changing the image of a banner ad
UC17.txt,UC17.txt.actor,initialization Agency Operator
UC17.txt,UC17.txt.precondition,The agency has logged
UC17.txt,UC17.txt.postcondition,The system shall notify the successful modification of the banner Interruption of the connection to the server ETOUR
UC17.txt,UC17.txt.flow_of_events.0,Receives a list of turning points of the rest use case Search Refreshment Point and select one from accessing the function of editing a banner
UC17.txt,UC17.txt.flow_of_events.1,View the list of banner associated with the point of rest
UC17.txt,UC17.txt.flow_of_events.2,Select a banner from the list and enter the editing functionality
UC17.txt,UC17.txt.flow_of_events.3,Displays a form for the selection of an image
UC17.txt,UC17.txt.flow_of_events.4,Select a picture and send the request to change the system
UC17.txt,UC17.txt.flow_of_events.5,Check the characteristics of the inserted and asks for confirmation of the change of the banner
UC17.txt,UC17.txt.flow_of_events.6,In the event that the inserted image is not valid enable the use case Errored
UC17.txt,UC17.txt.flow_of_events.7,Confirmation of the transaction change
UC17.txt,UC17.txt.flow_of_events.8,Bookmark this new image for the selected banner
UC3.txt,UC3.txt.name,Modify Cultural Heritage
UC3.txt,UC3.txt.description,Change data of a cultural object in the system
UC3.txt,UC3.txt.actor,initialization Agency Operator
UC3.txt,UC3.txt.precondition,The agency has logged
UC3.txt,UC3.txt.postcondition,The notification system has been changing the data of the cultural Operator Agency cancels the operation Interruption of the connection to the server ETOUR
UC3.txt,UC3.txt.quality_requirement,The system requirements blocks of input controls in the form once we receive confirmation of the change to avoid multiple submissions before the end of the operation
UC3.txt,UC3.txt.flow_of_events.0,View the list of cultural goods as a result of the use case Search Cultural Heritage it selects and activates a function of change
UC3.txt,UC3.txt.flow_of_events.1,Load the data of the cultural and displays the form for editing
UC3.txt,UC3.txt.flow_of_events.2,Change data in the form and submit
UC3.txt,UC3.txt.flow_of_events.3,Verify the data entered and asks for confirmation of the transaction
UC3.txt,UC3.txt.flow_of_events.4,Where the data is invalid or insufficient the system activates the use case Errored
UC3.txt,UC3.txt.flow_of_events.5,Confirm the operation
UC3.txt,UC3.txt.flow_of_events.6,Stores the modified data of the cultural
UC11.txt,UC11.txt.name,View Convention History
UC11.txt,UC11.txt.description,View the history of conventions derived from a selected point of rest
UC11.txt,UC11.txt.actor,initialization Agency Operator
UC11.txt,UC11.txt.precondition,The Agency is in the form of a designated point of rest
UC11.txt,UC11.txt.postcondition,The system displays the history of conventions concerning the point of eating selected Interruption of the connection to the server ETOUR
UC11.txt,UC11.txt.flow_of_events.0,Access the features on the display of historical conventions
UC11.txt,UC11.txt.flow_of_events.1,Upload data on conventions from the restaurant selected
UC24.txt,UC24.txt.name,View Feedback
UC24.txt,UC24.txt.description,View all feedback for a particular site
UC24.txt,UC24.txt.actor,initialization Agency Operator
UC24.txt,UC24.txt.precondition,The agency has logged
UC24.txt,UC24.txt.postcondition,The system displays all feedback regarding the site selected Interruption of the connection to the server
UC24.txt,UC24.txt.flow_of_events.0,View the list of sites as a result of the use case Search Site it selects and activates a function to view the feedback
UC24.txt,UC24.txt.flow_of_events.1,Upload Site Feedback selected
UC10.txt,UC10.txt.name,View Refreshment Point Card
UC10.txt,UC10.txt.description,View the details of a selected point of rest
UC10.txt,UC10.txt.actor,initialization Agency Operator
UC10.txt,UC10.txt.precondition,The agency has logged
UC10.txt,UC10.txt.postcondition,The system displays the details of the selected point of rest Interruption of the connection to the server ETOUR
UC10.txt,UC10.txt.flow_of_events.0,View the list of points of rest as a result of the use case Search Refreshment Point it selects and activates a function to view the card
UC10.txt,UC10.txt.flow_of_events.1,Upload data to a selected restaurant
UC52.txt,UC52.txt.name,Delete Site From Preferences
UC52.txt,UC52.txt.description,Tourism delete a site from the list of bookmarks
UC52.txt,UC52.txt.actor,initialized by Tourist
UC52.txt,UC52.txt.precondition,The tourist card is in a particular site
UC52.txt,UC52.txt.postcondition,The notification system has been removed from the site bookmarks The Tourist cancel the operation Interruption of the connection to the server ETOUR
UC52.txt,UC52.txt.flow_of_events.0,Choose to remove your site from the list of bookmarks by specific features
UC52.txt,UC52.txt.flow_of_events.1,Prompt removal Confirm the removal
UC52.txt,UC52.txt.flow_of_events.2,Removes the selected site from the list of bookmarks
UC30.txt,UC30.txt.name,Insert Tag
UC30.txt,UC30.txt.description,Inserts a new tag search
UC30.txt,UC30.txt.actor,initialization Agency Operator
UC30.txt,UC30.txt.precondition,The agency has logged
UC30.txt,UC30.txt.postcondition,The notification about the inclusion of the tag Interruption of the connection to the server ETOUR
UC30.txt,UC30.txt.flow_of_events.0,Access the functionality of inserting new tag search
UC30.txt,UC30.txt.flow_of_events.1,Show the form for entering a tag
UC30.txt,UC30.txt.flow_of_events.2,Fill out the form with the required information and submit
UC30.txt,UC30.txt.flow_of_events.3,Verify the data entered and check if the tag is already present in the system
UC30.txt,UC30.txt.flow_of_events.4,In the latter case the active use case Existing Error Tag
UC30.txt,UC30.txt.flow_of_events.5,Instead if the data is invalid or insufficient the system activates the use case Errored
UC7.txt,UC7.txt.name,Active Convention
UC7.txt,UC7.txt.description,Convention active request by a refreshment point
UC7.txt,UC7.txt.actor,initialization Agency Operator
UC7.txt,UC7.txt.precondition,The Agency is in the form of a designated point of rest
UC7.txt,UC7.txt.postcondition,The system shall notify the activation of the convention Interruption of the connection to the server ETOUR
UC7.txt,UC7.txt.flow_of_events.0,Enable the activation function of the Convention
UC7.txt,UC7.txt.flow_of_events.1,Load the data request of the Convention from the point of rest and displays the corresponding form
UC7.txt,UC7.txt.flow_of_events.2,Check the data of the agreement and decide for activation
UC7.txt,UC7.txt.flow_of_events.3,Asks for confirmation of the activation
UC7.txt,UC7.txt.flow_of_events.4,Confirm the operation
UC7.txt,UC7.txt.flow_of_events.5,Processing the request
UC12.txt,UC12.txt.name,View Tourist Card
UC12.txt,UC12.txt.description,View the details of a selected account Tourist
UC12.txt,UC12.txt.actor,initialization Agency Operator
UC12.txt,UC12.txt.precondition,The agency has logged
UC12.txt,UC12.txt.postcondition,The system displays the card 's Tourist selected Interruption of the connection to the server ETOUR
UC12.txt,UC12.txt.flow_of_events.0,Tourists from the list obtained by activating the use case Search Tourist will select and activate a function for displaying the card
UC12.txt,UC12.txt.flow_of_events.1,Upload data to the selected account
UC16.txt,UC16.txt.name,Delete Tourist Account
UC16.txt,UC16.txt.description,Delete the account of a tourist from the system
UC16.txt,UC16.txt.actor,initialization Agency Operator
UC16.txt,UC16.txt.precondition,The agency has logged
UC16.txt,UC16.txt.postcondition,The notification system has been elimination of selected accounts Tourist Interruption of the connection to the server ETOUR
UC16.txt,UC16.txt.flow_of_events.0,Tourists from the list obtained by activating the use case Search Tourist will select and activate a feature for disposal
UC16.txt,UC16.txt.flow_of_events.1,Asks for confirmation of the transaction
UC16.txt,UC16.txt.flow_of_events.2,Confirm the operation
UC16.txt,UC16.txt.flow_of_events.3,Delete the selected data
UC53.txt,UC53.txt.name,Insert Feedback
UC53.txt,UC53.txt.description,Inserts a feedback for the selected site
UC53.txt,UC53.txt.actor,initialized by Tourist
UC53.txt,UC53.txt.precondition,The tourist card is in a particular site
UC53.txt,UC53.txt.postcondition,The system shall notify the successful combination of feedback to the site The Tourist cancel the operation Interruption of the connection to the server ETOUR
UC53.txt,UC53.txt.flow_of_events.0,Activate the feature on the issue of feedback
UC53.txt,UC53.txt.flow_of_events.1,Verify that the visitor has not already issued a feedback for the site and displays a form for entering the feedback for the selected site
UC53.txt,UC53.txt.flow_of_events.2,In case the visitor has already issued a feedback for the site selected activates the use case Feedback Already Released
UC53.txt,UC53.txt.flow_of_events.3,Fill out the form selecting one vote and inserting a comment then submit
UC53.txt,UC53.txt.flow_of_events.4,Verify the data entered and confirm the cheide
UC53.txt,UC53.txt.flow_of_events.5,Where the data is invalid or insufficient the system activates the use case Errored
UC53.txt,UC53.txt.flow_of_events.6,Confirming the issue of feedback
UC53.txt,UC53.txt.flow_of_events.7,Remember feedback and inserts the selected site in the list of sites visited
UC37.txt,UC37.txt.name,Logout
UC37.txt,UC37.txt.description,Ends the current session
UC37.txt,UC37.txt.actor,initialization Registered User
UC37.txt,UC37.txt.precondition,A registered user has previously made a successful Login
UC37.txt,UC37.txt.postcondition,The system shall notify the successful operation logout
UC37.txt,UC37.txt.flow_of_events.0,Access the functionality of disconnection from the system
UC37.txt,UC37.txt.flow_of_events.1,Asks for confirmation of the transaction
UC37.txt,UC37.txt.flow_of_events.2,Confirm the request for disconnection
UC37.txt,UC37.txt.flow_of_events.3,Disconnects the Registered User
UC40.txt,UC40.txt.name,Delete Banner
UC40.txt,UC40.txt.description,Delete a banner ad associated with the point of rest
UC40.txt,UC40.txt.actor,initialization Operator Point Of Restaurants
UC40.txt,UC40.txt.precondition,The Point Of Restaurant Operator has successfully authenticated to the system
UC40.txt,UC40.txt.postcondition,The system shall notify the successful elimination of the selected banner The Point Of Operator Restaurant cancels the operation Interruption of the connection to the server ETOUR
UC40.txt,UC40.txt.flow_of_events.0,Select the feature for removal of the banner
