file,ID,text,functional,Function,Behavior,Data,OnlyF,F,OnlyQ,Q,UserRelated
UC4.txt,UC4.txt.quality_requirement,The system requirements should return the results within a set time,0,0,1,0,0,1,0,0,0
UC5.txt,UC5.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC5.txt,UC5.txt.description,View the details of the selected cultural,0,1,1,1,0,1,0,0,0
UC5.txt,UC5.txt.flow_of_events.0,View the list of cultural goods as a result of the use case Search Cultural Heritage it selects and activates a function to view the card,0,1,1,1,0,1,0,0,1
UC5.txt,UC5.txt.flow_of_events.1,Loads the data for the selected cultural,0,1,1,0,0,1,0,0,0
UC5.txt,UC5.txt.name,View Cultural Heritage Card,0,1,1,1,0,1,0,0,0
UC5.txt,UC5.txt.postcondition,The system displays the details of the selected cultural Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,0
UC5.txt,UC5.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC6.txt,UC6.txt.actor,initialization Operator Agency,0,0,1,0,0,1,0,0,0
UC6.txt,UC6.txt.description,Delete a refreshment from the system,0,1,1,1,0,1,0,0,0
UC6.txt,UC6.txt.flow_of_events.0,View a list of points of rest as a result of the use case Search Cultural Heritage it selects and activates a function of elimination,0,1,1,1,0,1,0,0,1
UC6.txt,UC6.txt.flow_of_events.1,Asks for confirmation of the transaction,0,1,1,0,0,1,0,0,0
UC6.txt,UC6.txt.flow_of_events.2,Confirm the deletion,0,1,1,0,0,1,0,0,0
UC6.txt,UC6.txt.flow_of_events.3,Deletes the selected point of rest,0,1,1,1,0,1,0,0,0
UC6.txt,UC6.txt.name,Delete Refreshment Point,0,1,1,1,0,1,0,0,0
UC6.txt,UC6.txt.postcondition,The system shall notify the successful elimination of the point of rest Operator Agency cancels the operation Interruption ETOUR connection to the server,0,0,1,0,0,1,0,0,1
UC6.txt,UC6.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC7.txt,UC7.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC7.txt,UC7.txt.description,Convention active request by a refreshment point,0,1,0,0,0,1,0,0,0
UC7.txt,UC7.txt.flow_of_events.0,Enable the activation function of the Convention,0,1,1,0,0,1,0,0,0
UC7.txt,UC7.txt.flow_of_events.1,Load the data request of the Convention from the point of rest and displays the corresponding form,0,1,1,0,0,1,0,0,0
UC7.txt,UC7.txt.flow_of_events.2,Check the data of the agreement and decide for activation,0,1,1,0,0,1,0,0,0
UC7.txt,UC7.txt.flow_of_events.3,Asks for confirmation of the activation,0,1,1,0,0,1,0,0,0
UC7.txt,UC7.txt.flow_of_events.4,Confirm the operation,0,0,1,0,0,1,0,0,0
UC7.txt,UC7.txt.flow_of_events.5,Processing the request,0,1,1,0,0,1,0,0,0
UC7.txt,UC7.txt.name,Active Convention,0,1,1,1,0,1,0,0,0
UC7.txt,UC7.txt.postcondition,The system shall notify the activation of the convention Interruption of the connection to the server ETOUR,0,1,1,0,0,1,0,0,0
UC7.txt,UC7.txt.precondition,The Agency is in the form of a designated point of rest,0,0,0,0,0,1,0,0,0
UC8.txt,UC8.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC8.txt,UC8.txt.description,Edit the data pertaining to a designated point of rest,0,1,1,1,0,1,0,0,0
UC8.txt,UC8.txt.flow_of_events.0,View a list of points of rest as a result of the use case Search Refreshment Point it selects an active and functional data changes,0,1,1,1,0,1,0,0,1
UC8.txt,UC8.txt.flow_of_events.1,Upload data from the point of rest and displays the form of change,0,1,1,0,0,1,0,0,0
UC8.txt,UC8.txt.flow_of_events.2,Change data in the form and submit,0,0,0,0,0,1,0,0,0
UC8.txt,UC8.txt.flow_of_events.3,Verify the data entered in form and asks for confirmation of the transaction,0,1,1,0,0,1,0,0,0
UC8.txt,UC8.txt.flow_of_events.4,Where the data is invalid or insufficient the system activates the use case Errored,0,1,1,0,0,1,0,0,0
UC8.txt,UC8.txt.flow_of_events.5,Confirm the operation,0,0,1,0,0,1,0,0,0
UC8.txt,UC8.txt.flow_of_events.6,Stores the modified data of the point of rest,0,1,1,0,0,1,0,0,0
UC8.txt,UC8.txt.name,Modify Data Refreshment Point Agency,0,1,1,1,0,1,0,0,0
UC8.txt,UC8.txt.postcondition,The system has been reporting the information required by the point of rest Operator Agency cancels the operation Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,1
UC8.txt,UC8.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC8.txt,UC8.txt.quality_requirement,The system requirements blocks of input controls in the form once we receive confirmation of the change to avoid multiple submissions before the end of the operation,0,0,1,0,0,1,0,0,0
UC9.txt,UC9.txt.description,Returns the list of points of rest in the system according to certain parameters,0,1,1,1,0,1,0,0,0
UC9.txt,UC9.txt.flow_of_events.0,Activate the search functionality of a point of rest,0,1,1,0,0,1,0,0,0
UC9.txt,UC9.txt.flow_of_events.1,Show the form for research,0,1,1,0,0,1,0,0,0
UC9.txt,UC9.txt.flow_of_events.2,Fill in the search form and submit,0,0,0,0,0,1,0,0,1
UC9.txt,UC9.txt.flow_of_events.3,Processing the request,0,1,1,0,0,1,0,0,0
UC9.txt,UC9.txt.name,Search Refreshment Point,0,1,1,1,0,1,0,0,0
UC9.txt,UC9.txt.postcondition,The system returns a list of points of rest which meet your search criteria Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,0
UC9.txt,UC9.txt.quality_requirement,The system performs the operation in seconds maximum,0,0,1,0,0,1,0,0,0
UC10.txt,UC10.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC10.txt,UC10.txt.description,View the details of a selected point of rest,0,1,1,0,0,1,0,0,0
UC10.txt,UC10.txt.flow_of_events.0,View the list of points of rest as a result of the use case Search Refreshment Point it selects and activates a function to view the card,0,1,1,1,0,1,0,0,1
UC10.txt,UC10.txt.flow_of_events.1,Upload data to a selected restaurant,0,1,1,0,0,1,0,0,0
UC10.txt,UC10.txt.name,View Refreshment Point Card,0,1,1,1,0,1,0,0,0
UC10.txt,UC10.txt.postcondition,The system displays the details of the selected point of rest Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,0
UC10.txt,UC10.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC11.txt,UC11.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC11.txt,UC11.txt.description,View the history of conventions derived from a selected point of rest,0,1,1,0,0,1,0,0,0
UC11.txt,UC11.txt.flow_of_events.0,Access the features on the display of historical conventions,0,1,1,1,0,1,0,0,0
UC11.txt,UC11.txt.flow_of_events.1,Upload data on conventions from the restaurant selected,0,1,1,1,0,1,0,0,0
UC11.txt,UC11.txt.name,View Convention History,0,1,1,1,0,1,0,0,0
UC11.txt,UC11.txt.postcondition,The system displays the history of conventions concerning the point of eating selected Interruption of the connection to the server ETOUR,0,1,1,1,0,1,0,0,0
UC11.txt,UC11.txt.precondition,The Agency is in the form of a designated point of rest,0,0,0,0,0,1,0,0,0
UC12.txt,UC12.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC12.txt,UC12.txt.description,View the details of a selected account Tourist,0,1,1,1,0,1,0,0,0
UC12.txt,UC12.txt.flow_of_events.0,Tourists from the list obtained by activating the use case Search Tourist will select and activate a function for displaying the card,0,1,0,1,0,1,0,0,1
UC12.txt,UC12.txt.flow_of_events.1,Upload data to the selected account,0,1,1,0,0,1,0,0,0
UC12.txt,UC12.txt.name,View Tourist Card,0,1,1,1,0,1,0,0,0
UC12.txt,UC12.txt.postcondition,The system displays the card 's Tourist selected Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,0
UC12.txt,UC12.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC13.txt,UC13.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC13.txt,UC13.txt.description,Enable or disable the account of a tourist,0,1,1,1,0,1,0,0,0
UC13.txt,UC13.txt.flow_of_events.0,Activate the feature for the activation deactivation by a given sheet tourist,0,1,1,0,0,1,0,0,0
UC13.txt,UC13.txt.flow_of_events.1,Asks for confirmation of activation deactivation,0,1,1,0,0,1,0,0,0
UC13.txt,UC13.txt.flow_of_events.2,Confirm the operation,0,0,1,0,0,1,0,0,0
UC13.txt,UC13.txt.flow_of_events.3,Enable disable the account of the visitor you selected,0,1,1,0,0,1,0,0,0
UC13.txt,UC13.txt.name,Active Inactive Tourist Account,0,1,1,1,0,1,0,0,0
UC13.txt,UC13.txt.postcondition,The notification of the outcome Interruption of the connection to the server ETOUR,0,0,1,0,0,1,0,0,0
UC13.txt,UC13.txt.precondition,The Agency is in the form of a tourist,0,0,0,0,0,1,0,0,0
UC14.txt,UC14.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC14.txt,UC14.txt.description,Returns the list of tourist account in the system according to certain parameters,0,1,1,1,0,1,0,0,0
UC14.txt,UC14.txt.flow_of_events.0,Access the search functionality of a tourist,0,1,1,0,0,1,0,0,0
UC14.txt,UC14.txt.flow_of_events.1,Show the form,0,0,1,0,0,1,0,0,1
UC14.txt,UC14.txt.flow_of_events.2,Fill out the form and submit,0,0,0,0,0,1,0,0,1
UC14.txt,UC14.txt.flow_of_events.3,Processing the request,0,1,1,0,0,1,0,0,0
UC14.txt,UC14.txt.name,Search Tourist,0,1,1,1,0,1,0,0,0
UC14.txt,UC14.txt.postcondition,The system returns a list of accounts that meet Tourist your search criteria Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,0
UC14.txt,UC14.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC15.txt,UC15.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC15.txt,UC15.txt.description,Change data of a selected account Tourist,0,1,1,1,0,1,0,0,0
UC15.txt,UC15.txt.flow_of_events.0,Tourists from the list obtained by activating the use case Search Tourist it selects and activates a function to modify data,0,1,0,1,0,1,0,0,1
UC15.txt,UC15.txt.flow_of_events.1,Loads the data selected and displays them in a form allowing the change,0,1,1,0,0,1,0,0,0
UC15.txt,UC15.txt.flow_of_events.2,Edit the fields in the form and submit,0,0,1,0,0,1,0,0,0
UC15.txt,UC15.txt.flow_of_events.3,Verify the information and asks for confirmation of the change,0,1,1,0,0,1,0,0,0
UC15.txt,UC15.txt.flow_of_events.4,Where the data is invalid or insufficient the system activates the use case Errored,0,1,1,0,0,1,0,0,0
UC15.txt,UC15.txt.flow_of_events.5,Confirm the operation,0,0,1,0,0,1,0,0,0
UC15.txt,UC15.txt.flow_of_events.6,Stores the modified data selected account,0,1,1,1,0,1,0,0,0
UC15.txt,UC15.txt.name,Modify Tourist Account Data,0,1,1,1,0,1,0,0,0
UC15.txt,UC15.txt.postcondition,The system has been reporting the information required by the selected account Tourist Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,0
UC15.txt,UC15.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC16.txt,UC16.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC16.txt,UC16.txt.description,Delete the account of a tourist from the system,0,1,1,1,0,1,0,0,0
UC16.txt,UC16.txt.flow_of_events.0,Tourists from the list obtained by activating the use case Search Tourist will select and activate a feature for disposal,0,1,0,1,0,1,0,0,1
UC16.txt,UC16.txt.flow_of_events.1,Asks for confirmation of the transaction,0,1,1,0,0,1,0,0,0
UC16.txt,UC16.txt.flow_of_events.2,Confirm the operation,0,0,1,0,0,1,0,0,0
UC16.txt,UC16.txt.flow_of_events.3,Delete the selected data,0,1,1,1,0,1,0,0,0
UC16.txt,UC16.txt.name,Delete Tourist Account,0,1,1,1,0,1,0,0,0
UC16.txt,UC16.txt.postcondition,The notification system has been elimination of selected accounts Tourist Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,0
UC16.txt,UC16.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC17.txt,UC17.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC17.txt,UC17.txt.description,Changing the image of a banner ad,0,1,1,1,0,1,0,0,0
UC17.txt,UC17.txt.flow_of_events.0,Receives a list of turning points of the rest use case Search Refreshment Point and select one from accessing the function of editing a banner,0,1,1,1,0,1,0,0,0
UC17.txt,UC17.txt.flow_of_events.1,View the list of banner associated with the point of rest,0,1,1,1,0,1,0,0,0
UC17.txt,UC17.txt.flow_of_events.2,Select a banner from the list and enter the editing functionality,0,1,0,0,0,1,0,0,1
UC17.txt,UC17.txt.flow_of_events.3,Displays a form for the selection of an image,0,1,1,0,0,1,0,0,0
UC17.txt,UC17.txt.flow_of_events.4,Select a picture and send the request to change the system,0,1,1,0,0,1,0,0,1
UC17.txt,UC17.txt.flow_of_events.5,Check the characteristics of the inserted and asks for confirmation of the change of the banner,0,1,1,0,0,1,0,0,0
UC17.txt,UC17.txt.flow_of_events.6,In the event that the inserted image is not valid enable the use case Errored,0,0,1,0,0,1,0,0,0
UC17.txt,UC17.txt.flow_of_events.7,Confirmation of the transaction change,0,1,1,0,0,1,0,0,0
UC17.txt,UC17.txt.flow_of_events.8,Bookmark this new image for the selected banner,0,1,1,1,0,1,0,0,0
UC17.txt,UC17.txt.name,Modify Banner,0,1,1,0,0,1,0,0,0
UC17.txt,UC17.txt.postcondition,The system shall notify the successful modification of the banner Interruption of the connection to the server ETOUR,0,0,1,0,0,1,0,0,0
UC17.txt,UC17.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC18.txt,UC18.txt.description,Check if a point Refreshments included the maximum number of allowed banners to it,0,1,1,1,0,1,0,0,0
UC18.txt,UC18.txt.flow_of_events.0,Load the data of the Convention of refreshment point and verify that the number of banners is less than the specified number of the current banner,0,1,1,1,0,1,0,0,0
UC18.txt,UC18.txt.flow_of_events.1,If not checked will end the operation input and displays a notification,0,1,1,0,0,1,0,0,0
UC18.txt,UC18.txt.flow_of_events.2,Confirmation of the reading of the notification,0,1,1,0,0,1,0,0,0
UC18.txt,UC18.txt.flow_of_events.3,Recovers the previous state,0,0,1,0,0,1,0,0,0
UC18.txt,UC18.txt.name,Check Banner Number,0,1,1,1,0,1,0,0,0
UC18.txt,UC18.txt.postcondition,The system returns control to the user interaction Interruption of the connection to the server ETOUR,0,0,1,0,0,1,0,0,0
UC18.txt,UC18.txt.precondition,The agency wants to put a new banner,0,1,0,0,0,1,0,0,1
UC19.txt,UC19.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC19.txt,UC19.txt.description,Delete a banner ad associated with a refreshment bar on the computer,0,1,1,1,0,1,0,0,0
UC19.txt,UC19.txt.flow_of_events.0,Receives a list of turning points of the rest use case Search Refreshment Point and select one from accessing the function of removal of the banner,0,1,1,1,0,1,0,0,1
UC19.txt,UC19.txt.flow_of_events.1,View the list of banner associated with the point of rest,0,1,1,1,0,1,0,0,0
UC19.txt,UC19.txt.flow_of_events.2,Select a banner from the list and enter the function of elimination,0,0,0,0,0,1,0,0,1
UC19.txt,UC19.txt.flow_of_events.3,Displays a message confirming the deletion,0,1,1,0,0,1,0,0,0
UC19.txt,UC19.txt.flow_of_events.4,Confirm the operation,0,0,1,0,0,1,0,0,0
UC19.txt,UC19.txt.flow_of_events.5,Removes the banner,0,1,1,0,0,1,0,0,0
UC19.txt,UC19.txt.name,Delete Banner,0,1,1,1,0,1,0,0,0
UC19.txt,UC19.txt.postcondition,The system shall notify the successful elimination of the selected banner Interruption of the connection to the server ETOUR,0,0,1,0,0,1,0,0,0
UC19.txt,UC19.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC20.txt,UC20.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC20.txt,UC20.txt.description,Inserting a new banner associated with a point of rest,0,1,1,1,0,1,0,0,0
UC20.txt,UC20.txt.flow_of_events.0,Receives a list of turning points of the rest use case Search Refreshment Point and select one from the list and access to the function of inserting banners,0,1,1,1,0,1,0,0,0
UC20.txt,UC20.txt.flow_of_events.1,Displays a form for the selection of an image,0,1,1,0,0,1,0,0,0
UC20.txt,UC20.txt.flow_of_events.2,Select an image and sends the request for entering the system,0,0,0,0,0,1,0,0,1
UC20.txt,UC20.txt.flow_of_events.3,Check the characteristics of the inserted check that the number of banner did not exceed the maximum point of the restaurant and asks for confirmation of the insertion of the banner,0,1,1,1,0,1,0,0,0
UC20.txt,UC20.txt.flow_of_events.4,In the event that the inserted image is not valid enable the use case Errored,0,0,1,0,0,1,0,0,0
UC20.txt,UC20.txt.flow_of_events.5,Confirm the operation of insertion,0,1,1,0,0,1,0,0,0
UC20.txt,UC20.txt.flow_of_events.6,Remember the banners associated with the selected point of rest,0,0,1,0,0,1,0,0,0
UC20.txt,UC20.txt.name,Insert Banner,0,1,1,1,0,1,0,0,0
UC20.txt,UC20.txt.postcondition,The notification about the insertion of new banner to the Refreshments selected The Operator Agency cancels the operation The point of eating has already entered the maximum number of banners allowed Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,1
UC20.txt,UC20.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC21.txt,UC21.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC21.txt,UC21.txt.description,Inserts a new news in the system,0,1,1,1,0,1,0,0,0
UC21.txt,UC21.txt.flow_of_events.0,Activate the feature to insert a news,0,1,1,0,0,1,0,0,0
UC21.txt,UC21.txt.flow_of_events.1,Displays the corresponding form,0,0,1,0,0,1,0,0,0
UC21.txt,UC21.txt.flow_of_events.2,Fill out the form and submit,0,0,0,0,0,1,0,0,1
UC21.txt,UC21.txt.flow_of_events.3,Verify the data entered and asks for confirmation of the transaction,0,1,1,0,0,1,0,0,0
UC21.txt,UC21.txt.flow_of_events.4,Where the data is invalid or insufficient the system activates the use case Errored,0,1,1,0,0,1,0,0,0
UC21.txt,UC21.txt.flow_of_events.5,Confirm the operation of insertion,0,1,1,0,0,1,0,0,0
UC21.txt,UC21.txt.flow_of_events.6,Stores the data of the new news,0,1,1,1,0,1,0,0,0
UC21.txt,UC21.txt.name,Insert News,0,1,1,1,0,1,0,0,0
UC21.txt,UC21.txt.postcondition,The system shall notify the proper placement of the news The Operator Agency cancels the operation Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,1
UC21.txt,UC21.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC22.txt,UC22.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC22.txt,UC22.txt.description,Delete a news in the system,0,1,1,1,0,1,0,0,0
UC22.txt,UC22.txt.flow_of_events.0,Activate the function of elimination of a news,0,1,1,1,0,1,0,0,0
UC22.txt,UC22.txt.flow_of_events.1,View all news in a form,0,1,1,0,0,1,0,0,0
UC22.txt,UC22.txt.flow_of_events.2,Select a news from the list and submit the form,0,0,0,0,0,1,0,0,1
UC22.txt,UC22.txt.flow_of_events.3,Asks for confirmation of the transaction,0,1,1,0,0,1,0,0,0
UC22.txt,UC22.txt.flow_of_events.4,Confirm the deletion of the news,0,1,1,0,0,1,0,0,0
UC22.txt,UC22.txt.flow_of_events.5,Delete the data news,0,1,1,1,0,1,0,0,0
UC22.txt,UC22.txt.name,Delete News,0,1,1,1,0,1,0,0,0
UC22.txt,UC22.txt.postcondition,The system shall notify the successful elimination of the news The Operator Agency cancels the operation Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,1
UC22.txt,UC22.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC23.txt,UC23.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC23.txt,UC23.txt.description,Change data of a news on the computer,0,0,1,1,0,1,0,0,0
UC23.txt,UC23.txt.flow_of_events.0,Activate the editing functionality of a news,0,1,1,1,0,1,0,0,0
UC23.txt,UC23.txt.flow_of_events.1,View all news in a form,0,1,1,0,0,1,0,0,0
UC23.txt,UC23.txt.flow_of_events.2,Select a news from the list and submit the form,0,0,0,0,0,1,0,0,1
UC23.txt,UC23.txt.flow_of_events.3,Load the data of news and displays them in a form for editing,0,1,1,1,0,1,0,0,0
UC23.txt,UC23.txt.flow_of_events.4,Change data in the form and submit,0,0,0,0,0,1,0,0,0
UC23.txt,UC23.txt.flow_of_events.5,Check the modified information and asks for confirmation of the transaction,0,1,1,0,0,1,0,0,0
UC23.txt,UC23.txt.flow_of_events.6,Where the data is invalid or insufficient the system activates the use case Errored,0,1,1,0,0,1,0,0,0
UC23.txt,UC23.txt.flow_of_events.7,Confirm the operation of changing the data news,0,1,1,0,0,1,0,0,0
UC23.txt,UC23.txt.flow_of_events.8,Stores data modified news,0,1,1,1,0,1,0,0,0
UC23.txt,UC23.txt.name,Modify News,0,1,1,1,0,1,0,0,0
UC23.txt,UC23.txt.postcondition,The system shall notify the successful amendment of news The Operator Agency cancels the operation Interruption of the connection to the server ETOUR,0,0,1,1,0,1,0,0,1
UC23.txt,UC23.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC24.txt,UC24.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC24.txt,UC24.txt.description,View all feedback for a particular site,0,1,1,1,0,1,0,0,0
UC24.txt,UC24.txt.flow_of_events.0,View the list of sites as a result of the use case Search Site it selects and activates a function to view the feedback,0,1,1,1,0,1,0,0,1
UC24.txt,UC24.txt.flow_of_events.1,Upload Site Feedback selected,0,1,1,0,0,1,0,0,0
UC24.txt,UC24.txt.name,View Feedback,0,1,1,1,0,1,0,0,0
UC24.txt,UC24.txt.postcondition,The system displays all feedback regarding the site selected Interruption of the connection to the server,0,0,1,1,0,1,0,0,0
UC24.txt,UC24.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC25.txt,UC25.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC25.txt,UC25.txt.description,View statistical report relating to a selected location,0,1,1,1,0,1,0,0,0
UC25.txt,UC25.txt.flow_of_events.0,Activate the feature on the statistical report,0,1,1,1,0,1,0,0,0
UC25.txt,UC25.txt.flow_of_events.1,Upload the list of places in the system and displays them in a form,0,1,1,1,0,1,0,0,0
UC25.txt,UC25.txt.flow_of_events.2,Select a location and submit the form,0,0,0,0,0,1,0,0,1
UC25.txt,UC25.txt.flow_of_events.3,Upload midsize site feedback obtained by activating the Search Site use case for the location selected,0,1,1,1,0,1,0,0,0
UC25.txt,UC25.txt.flow_of_events.4,Prepare the statistical report,0,1,1,0,0,1,0,0,0
UC25.txt,UC25.txt.name,View Report Statistic,0,1,1,1,0,1,0,0,0
UC25.txt,UC25.txt.postcondition,The system displays the statistical report for the selected location Interruption of the connection to the server,0,0,1,1,0,1,0,0,0
UC25.txt,UC25.txt.precondition,The agency has logged,0,0,0,0,0,0,0,0,1
UC26.txt,UC26.txt.actor,initialization Agency Operator,0,0,1,0,0,1,0,0,0
UC26.txt,UC26.txt.description,Editing a comment by a feedback selected,0,1,1,1,0,1,0,0,0
