file,ID,text
F-SOG-04.txt,F-SOG-04.txt.description,Al momento in cui lo si richiede si devono recuperare ammontare spese di soggiorno ammontare spese telefoniche ammontare spese per servizi extra Successivamente si deve fornire a video l ammontare parziale per ogni voce sopraindicata e l ' ammontare totale Si deve inoltre poter facilmente distinguere i tre totali parziali in modo da fornire al cliente l informazione che desidera All interno delle spese dei pernottamenti sono compresi i pasti concordati in base al tipo di soggiorno Si distinguono diversi casi - Calcolo totale del conto su un unica stanza - Calcolo del conto separato nel caso in cui uno o alcuni tra gli occupanti una certa stanza debba per qualche motivo lasciare l ' albergo in anticipo rispetto alla data prevista In questo caso deve poter essere applicato un supplemento per stanze parzialmente utilizzate Nel conto saranno escluse le spese extra che verranno poi riversate nel conto finale - Calcolo totale del conto su pi stanze - Calcolo del conto per clienti mandati da un ' agenzia In questo caso il conto consister solamente delle spese telefoniche e delle spese per servizi e spese extra
F-SOG-04.txt,F-SOG-04.txt.precondition,Dati di uno o pi clienti o numeri di una o pi stanze
F-SOG-04.txt,F-SOG-04.txt.postcondition,Stampa a video del conto richiesto
F-SOG-04.txt,F-SOG-04.txt.quality_requirement,Si richiede la visualizzazione delle spese accumulate da parte dei clienti dell albergo quando se ne necessita Aspettative collegate Immediato resoconto del debito accumulato dal cliente fino al momento della richiesta del conto Requisiti collegati F- SOG- F- SOG- F- SOG- F- GES-
F-PRE-02.txt,F-PRE-02.txt.name,Prenotazione di camere da parte di un cliente
F-PRE-02.txt,F-PRE-02.txt.description,Quando un cliente effettua una prenotazione necessario poter evidenziare che la camera che egli desidera e per il periodo da lui scelto venga bloccata Nel caso in cui il cliente sia un habitu o un amico deve essere possibile assegnargli direttamente la camera e quindi accertarsi che essa stata assegnata
F-PRE-02.txt,F-PRE-02.txt.precondition,necessario conoscere le stanze disponibili che possono soddisfare le richieste del cliente disponibilit nel periodo da lui richiesto possibilit di avere il letto aggiuntivo vista marevalle Inoltre necessario conoscere i dati forniti dal cliente stesso e che permettono la sua prenotazione vedi dati prenotazione
F-PRE-02.txt,F-PRE-02.txt.postcondition,Registrazione della prenotazione e bloccaggio o assegnamento della stanza per il periodo accordato
F-PRE-02.txt,F-PRE-02.txt.quality_requirement,Dopo che una prenotazione viene accettata la stanza dovr risultare bloccata o assegnata e perci sottratta dalle disponibilit dell ' albergo per il periodo relativo alla prenotazione Aspettative collegate L ' albergatore si aspetta in questo modo di avere un quadro generale della situazione del suo albergo di poter visualizzare in modo semplice la situazione delle varie stanze ovvero di vedere se una stanza bloccata assegnata commissionata o disponibile di avere un minimo di informazioni per poter provvedere ad accogliere il cliente in modo adeguato e poter allo stesso tempo organizzare il suo lavoro Es se il cliente al momento della prenotazione non ha fatto richiesta del letto aggiuntivo ma in realt lo desidera e al momento del suo arrivo le stanze che permettono di supportare il letto aggiuntivo sono occupate non si potr pi soddisfare la richiesta del cliente Requisiti collegati F- PRE- F- PRE- F- PRE- F- PRE- F- PRE-
F-SOG-02.txt,F-SOG-02.txt.name,Addebito servizi e spese extra per stanza
F-SOG-02.txt,F-SOG-02.txt.description,Tale requisito permette di valutare le eventuali spese extra effettuate dai clienti occupanti una certa stanza e di addebitare i relativi prezzi sul conto- spese previsto per ogni stanza Il sistema dovr quindi essere in grado una volta fissati i prezzi relativi ad ogni bene o servizio di fornire al momento della loro richiesta il relativo costo e di addebitarlo sul conto-spese delle stanze i cui occupanti hanno usufruito di tale servizio
F-SOG-02.txt,F-SOG-02.txt.precondition,Tipo e quantit del bene consumato
F-SOG-02.txt,F-SOG-02.txt.postcondition,Addebito sul conto-spese della stanza del consumatore
F-SOG-02.txt,F-SOG-02.txt.quality_requirement,Per soddisfare tale requisito il sistema dovr tenere traccia di ogni spesa o servizio extra di cui il cliente usufruisce Tali informazioni dovranno essere poi recuperate ogni qual volta un cliente richieda l ' ammontare del conto Aspettative collegate Contabilizzazione automatica delle spese straordinarie Requisiti collegati F- SOG-
F-PRE-01.txt,F-PRE-01.txt.name,Ricerca di camere disponibili
F-PRE-01.txt,F-PRE-01.txt.description,Permette di elencare tutte le stanze disponibili nel periodo richiesto dal cliente Nel caso non vi siano stanze disponibili esattamente in quel periodo verr mostrata la disponibilit di stanze in modo che l ' operatore sia in grado di fornire un suggerimento al cliente su come spostare o ridimensionare il periodo di permanenza Tale periodo un intervallo di tempo espresso come giorni che intercorrono tra due date Ad esempio il periodo dal al implica giorni di permanenza con liberazione della stanza il giorno mattina quindi gi a partire da quel giorno la stanza deve essere resa disponibile per eventuali altre prenotazioni La fase di ricerca delle camere disponibili dovr tenere conto dei vincoli imposti come stanze bloccate assegnate o commissionate ad agenzie viaggi Le prenotazioni fornite da un ' agenzia dovranno prima di tutto coprire i commissionamenti Quando le stanze commissionate non permettono pi alcuna prenotazione si potr ricercare stanze disponibili tra quelle non commissionate
F-PRE-01.txt,F-PRE-01.txt.precondition,Periodo scelto per la permanenza
F-PRE-01.txt,F-PRE-01.txt.postcondition,Output a video delle disponibilit dell ' albergo o di una tabella che riassuma la disponibilit dell ' albergo
F-PRE-01.txt,F-PRE-01.txt.quality_requirement,Dato un intervallo di tempo espresso da due date il sistema dovr ritornare l ' elenco di tutte le camere disponibili in quel periodo Nel caso di nessuna disponibilit esatta verr mostrata a video una tabella che metter in evidenza le disponibilit dell ' albergo Nel caso di prenotazione tramite agenzia dovranno essere visualizzate le stanze commissionate ed eventualmente tutte le altre stanze Aspettative collegate Pronta verifica delle disponibilit dell ' albergo Requisiti collegati F- PRE- F- PRE- F- PRE-
F-GES-03.txt,F-GES-03.txt.name,Gestione archivio storico dei clienti
F-GES-03.txt,F-GES-03.txt.description,Il sistema deve tenere alcuni dati del cliente per tutto l ' anno successivo a quello di soggiorno Se un cliente gi presente nell ' elenco dovranno essere aggiornati i suoi dati Nell archivio saranno inseriti nome cognome e indirizzo del cliente e il numero dell ultima stanza da lui occupata nell albergo Deve inoltre essere possibile recuperare e visualizzare i dati contenuti nell archivio storico perch l albergatore possa avere informazioni a lui utili in qualsiasi momento ne abbia necessit
F-GES-03.txt,F-GES-03.txt.precondition,I dati del cliente che si ritiene utile salvare verranno presi dall ' archivio clienti
F-GES-03.txt,F-GES-03.txt.postcondition,Aggiornamento archivio storico clienti
F-GES-03.txt,F-GES-03.txt.quality_requirement,I dati devono durare nell archivio almeno fino alla fine dell ' anno seguente a quello di inserimento Se un cliente gi presente nell ' archivio i suoi dati verranno aggiornati in base all ' ultimo soggiorno Aspettative collegate Poter mantenere il contatto con i clienti pi recenti al fine di promuovere e pubblicizzare le offerte dell ' albergo per la stagione seguente Requisiti collegati nn
F-RIS-01.txt,F-RIS-01.txt.name,Gestione del servizio ristorante per clienti esterni
F-RIS-01.txt,F-RIS-01.txt.description,Il sistema dovr essere in grado di gestire la contabilit immediata di un normale ristorante i cui clienti non sono necessariamente soggiornanti nell hotel Il sistema dovr essere quindi in grado di fornire i prezzi delle portate singole perch il cliente esterno non sia vincolato alla scelta del men fisso previsto per i soggiornanti accettare in ingresso le varie portate consumate stampare la ricevuta in base all ' elenco delle consumazioni
F-RIS-01.txt,F-RIS-01.txt.precondition,Dati relativi al cliente numero persone portate e bevande consumate modalit di pagamento
F-RIS-01.txt,F-RIS-01.txt.postcondition,Stampa del conto relativo alle consumazioni
F-RIS-01.txt,F-RIS-01.txt.quality_requirement,Tale requisito soddisfatto se il sistema fornisce all utente la possibilit di visualizzare modificare aggiornare e stampare il conto del servizio di ristorazione Aspettative collegate Semplice gestione dell ' attivit di ristorazione Requisiti collegati nn
F-PRE-05.txt,F-PRE-05.txt.name,Cancellazione di una prenotazione
F-PRE-05.txt,F-PRE-05.txt.description,A partire dai dati forniti dal cliente deve essere possibile disdire una prenotazione In tal caso le stanze che erano in stato di bloccato o assegnato torneranno ad essere disponibili Se le stanze per le quali stato richiesto l ' annullamento della prenotazione erano state date in gestione ad un ' agenzia viaggi esse dovranno riassumere lo stato di commissionate nel caso in cui la data di disdetta sia precedente alla data stabilita tra albergatore e agenzia come scadenza del commissionamento ritornare ad essere disponibili nel caso in cui tale data sia altrepassata
F-PRE-05.txt,F-PRE-05.txt.precondition,Nominativo del cliente che era stato lasciato al momento della prenotazione
F-PRE-05.txt,F-PRE-05.txt.postcondition,Modifica dello stato delle stanze che erano state prenotate ed eliminazione della prenotazione dall ' elenco delle prenotazioni
F-PRE-05.txt,F-PRE-05.txt.quality_requirement,Se i dati forniti corrispondono a quelli di una prenotazione esistente essa viene visualizzata e dopo una richiesta di conferma cancellata e lo stato delle stanze coinvolte cambiato in disponibile o commissionata Se al contrario non esiste una corrispondenza nell ' elenco viene visualizzato un messaggio di errore e viene data la possibilit di modificare i dati forniti o di annullare l ' operazione Aspettative collegate Cancellazione della prenotazione con conseguente aggiornamento a stanza disponibile Se la prenotazione da eliminare risulta inesistente un messaggio a video ci avviser dell ' errore verificatosi Requisiti collegati F- PRE-
F-GES-01.txt,F-GES-01.txt.name,Gestione dei prezzi delle camere
F-GES-01.txt,F-GES-01.txt.description,Per ogni camera deve essere possibile stabilire il suo prezzo base Questo prezzo deve essere impostabile dal gestore dell ' albergo ogni qual volta egli lo ritenga opportuno Se si desidera modificare il prezzo base di una stanza che in quel momento risulta occupata il sistema dovr avvisare l ' operatore con un messaggio per evitare che il cliente si lamenti di non aver pagato quanto pattuito
F-GES-01.txt,F-GES-01.txt.precondition,Si dovr inserire l ' identificatore di stanza e il prezzo ad essa relativo
F-GES-01.txt,F-GES-01.txt.postcondition,Conferma a video della modifica avvenuta o eventuali messaggi di errore
F-GES-01.txt,F-GES-01.txt.quality_requirement,Si deve poter accedere alla modifica del listino delle camere in ogni momento richiamare ogni stanza attraverso un opportuno identificatore es numero di stanza se la stanza richiesta non esiste dovr essere visualizzato un messaggio d ' errore Se la stanza risulta occupata dovr essere avvisato l ' operatore che sta facendo un ' operazione rischiosa Aspettative collegate Supervisione e gestione dei prezzi delle stanze Requisiti collegati F- SOG- F- GES-
F-SOG-03.txt,F-SOG-03.txt.name,Addebito della spesa telefonica
F-SOG-03.txt,F-SOG-03.txt.description,Vista la normativa interna dell hotel che prevede il servizio telefonico in camera indipendentemente dal tipo di soggiorno deve essere possibile tener conto del numero di scatti effettuati dal cliente a partire dall inizio del soggiorno Tale numero moltiplicato al costo del singolo scatto stabilito dal proprietario fornir l addebito della spesa telefonica che andr poi ad aggiungersi al conto totale del soggiorno
F-SOG-03.txt,F-SOG-03.txt.precondition,Dati telefonate forniti dal centralino telefonica
F-SOG-03.txt,F-SOG-03.txt.postcondition,Addebito spesa telefonica
F-SOG-03.txt,F-SOG-03.txt.quality_requirement,Il sistema deve essere in grado di comunicare con il centralino e tener traccia delle informazioni di una telefonata effettuata dal cliente durante il soggiorno con relativo addebito della spesa Tali informazioni dovranno essere reperibili al momento della richiesta del conto Aspettative collegate L albergatore si aspetta di poter controllare il sistema telefonico dell hotel ricavandone il vantaggio di disporre del costo telefonico da aggiungere al conto totale del soggiorno al termine di quest ultimo Requisiti collegati F- SOG- F- GES-
F-SOG-05.txt,F-SOG-05.txt.name,Stampa dell ' ammontare conto
F-SOG-05.txt,F-SOG-05.txt.description,Al momento in cui il cliente sta per lasciare l ' albergo si deve recuperare il conto finale e provvedere alla sua stampa con questa forma VOCE NUM AMM L Persone Notti Scatti tel PARZIALE Desc extra PARZIALE -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - TOTALE
F-SOG-05.txt,F-SOG-05.txt.precondition,Dati relativi al pernottamento presi dall ' archivio dei clienti e delle stanze
F-SOG-05.txt,F-SOG-05.txt.postcondition,Stampa del conto
F-SOG-05.txt,F-SOG-05.txt.quality_requirement,La stampa deve riportare i dati visualizzati a video Aspettative collegate Chiara rappresentazione delle spese del cliente Requisiti collegati F- SOG-
F-PRE-04.txt,F-PRE-04.txt.name,Gestione delle stanze commissionate ad agenzia
F-PRE-04.txt,F-PRE-04.txt.description,Alcune delle stanze dell albergo per determinati periodi potrebbero essere date in gestione ad una agenzia viaggi in questo caso tali stanze risulteranno per quei periodi commissionate quindi non disponibili Quando lagenzia invia delle prenotazioni deve essere possibile passare le stanze da commissionate ad assegnate ovviamente solo per il periodo della prenotazione Le stanze commissionate diventeranno disponibili nel caso in cui nessuna prenotazione giunga dall ' agenzia entro la data concordata al momento della stipulazione del contratto di commissionamento
F-PRE-04.txt,F-PRE-04.txt.precondition,Informazioni sugli accordi presi con le agenzie ovvero numero di stanza commissionata periodo di commissionamento data di inizio e di fine data dopo la quale la stanza se non occupata pu essere considerata disponibile
F-PRE-04.txt,F-PRE-04.txt.postcondition,Situazione aggiornata delle stanze
F-PRE-04.txt,F-PRE-04.txt.quality_requirement,L albergatore dovr poter inserire informazioni relative agli accordi con l agenzia data di inizio e fine commissione delle stanze e verificare il loro effettivo commissionamento Inoltre si deve poter verificare che se dopo la data concordata con l agenzia le stanze non sono ancora state occupate esse risultino allora disponibili Aspettative collegate Si desidera poter dare in gestione alcune stanze ad una agenzia e poter tenere sotto controllo la situazione in modo tale che se l agenzia non riesce ad occuparle entro la data concordata possano essere considerate disponibili Requisiti collegati F- PRE- F- PRE-
F-SOG-01.txt,F-SOG-01.txt.name,Gestione dell ' arrivo di un cliente
F-SOG-01.txt,F-SOG-01.txt.description,All ' arrivo di un cliente possono verificarsi le seguenti eventualit se il cliente ha precedentemente prenotato allora dalla prenotazione si risale al numero delle camere che andr ad occupare e la prenotazione verr cancellata dall ' elenco delle prenotazioni se il cliente non ha precedentemente prenotato si proceder come se fosse in atto una prenotazione cio a si ricerca una camera disponibile b nel caso l ' esito sia favorevole la si assegna al cliente per il periodo specificato Il nuovo cliente richiede di aggiungersi a coloro che gi occupano una certa stanza A questo punto a partire dalle stanze assegnate o tramite prenotazione o al momento si inseriscono nell ' archivio degli ospiti camera per camera i dati delle persone che vi soggiorneranno Tali dati comprenderanno oltre ai dati personali facoltativi per neonati bambini e ragazzi che soggiornano con adulti il tipo di pensionamento questo permette di avere persone con tipo di pensionamento diverso in una stessa stanza Deve essere anche possibile distinguere i clienti che rientrano nelle categorie di neonati e bambini per rendere possibile l ' applicazione di eventuali sconti Alle varie stanze che vengono cos ad essere utilizzate verr dato l ' appellativo di occupate
F-SOG-01.txt,F-SOG-01.txt.precondition,Dati personali dei vari occupanti
F-SOG-01.txt,F-SOG-01.txt.postcondition,Aggiornamento archivio dei clienti e modifica dello stato delle stanze
F-SOG-01.txt,F-SOG-01.txt.quality_requirement,Se dai dati forniti dal cliente non si riesce a risalire alla prenotazione verr visualizzato un messaggio di errore e verr chiesto di ripetere l ' operazione o annullarla Se si tenta di inserire in una stanza piena un ' ulteriore persona apparir un messaggio di avvertimento Aspettative collegate Conoscere per ogni stanza i dati di coloro che vi alloggiano Requisiti collegati F- PRE- F- PRE-
F-PRE-06.txt,F-PRE-06.txt.name,Modifica di una prenotazione
F-PRE-06.txt,F-PRE-06.txt.description,Deve essere possibile apportare delle modifiche ad una prenotazione gi registrata nel sistema Tali modifiche dovranno naturalmente aggiornare la prenotazione del cliente nonch le disponibilit dell ' albergo nel caso in cui sia stato ritoccato il periodo di soggiorno
F-PRE-06.txt,F-PRE-06.txt.precondition,Sar richiesto il nominativo del cliente fornito al momento della prenotazione e il tipo di modifica che vuole apportare
F-PRE-06.txt,F-PRE-06.txt.postcondition,Modifica della prenotazione esistente ed eventualmente delle disponibilit dell ' albergo
F-PRE-06.txt,F-PRE-06.txt.quality_requirement,Quando si cerca un prenotazione da modificare se essa non esiste deve essere mostrato un messaggio d ' errore altrimenti devono essere mostrati i dati della prenotazione precedente Effettuate tutte le modifiche verr richiesta la loro conferma Aspettative collegate Modifica della prenotazione esistente Requisiti collegati F- PRE- F- PRE-
